,questions,categories,answers
1151,Posso abrir uma conta em moeda estrangeira?,Contas de depósitos (conta corrente e conta poupança) Conta em moeda estrangeira ou no exterior,Sim. Saiba mais emContas de brasileiros no exterior e de estrangeiros no Brasil.
1152,O que acontece se eu fornecer informações incorretas na emissão da TED?,Transferências,"A instituição onde você tem conta e a instituição do beneficiário são responsáveis por validar os dados informados por você na emissão da TED. Se qualquer dessas entidades verificar que os dados fornecidos estão incorretos, elas não validam a TED e o valor é devolvido à conta de origem.  Importante: caso a TED seja devolvida por erro do cliente, pode haver cobrança de tarifa."
1153,O que é margem consignável?,Empréstimos consignados Margem Consignável,"É o valor máximo que pode ser descontado do salário, do benefício ou da pensão para pagamento de prestação do empréstimo consignado. Esse valor é de 35%, sendo: 30%, referentes a empréstimo consignado convencional ou a cartão de crédito consignado; e 5% referentes a despesas e saques exclusivamente com cartão de crédito consignado. Esse limite vale para crédito consignado de servidores públicos federais, trabalhadores regidos pela CLT e aposentados do INSS. Em 30/3/2021, o limite máximo de empréstimo consignado, contratado até 31/12/2021, subiu para 40%, dos quais 5% continuam sendo exclusivamente para despesas e saques com cartão de crédito.   Não há normas do Banco Central nem do Conselho Monetário Nacional que tratem especificamente de empréstimo consignado, incluindo limite e prazo máximo."
1154,Quais são as ocorrências que podem aumentar os prazos de bloqueio de cheques?,Cheques Compensação e pagamento,Os prazos de bloqueio podem ser alterados em função das seguintes ocorrências:feriado local na praça sacada: acréscimo de 1 dia útil;inoperância da Compe: prorrogação até o dia útil seguinte ao do restabelecimento do sistema.  O prazo de bloqueio do cheque não pode ser alterado em virtude de falha operacional do banco remetente ou do banco destinatário no processo de compensação.
1155,Quais os serviços essenciais (gratuitos) incluídos na conta poupança?,Tarifas bancárias,"São serviços essenciais (gratuitos) vinculados à conta poupança:   a) 1 (um) cartão para movimentar a conta e o fornecimento de uma 2ª via (a 2ª via poderá ser cobrada quando a solicitação for por motivo de perda, roubo, furto, dano ao cartão ou outros motivos que não sejam de responsabilidade da instituição); b) 2 (dois) saques por mês, inclusive por meio de cheque ou cheque avulso; c) 2 (duas) transferências, por mês, para conta corrente do mesmo titular, na mesma instituição financeira; d) 2 (dois) extratos por mês, com a movimentação dos últimos 30 dias; e) consultas pela internet; f) 1 (um) extrato com informações discriminadas, mês a mês, dos valores das tarifas e encargos de operações de crédito cobradas no ano anterior, fornecido até o dia 28 de fevereiro; e g) qualquer serviço realizado por meio eletrônico, no caso de conta que só pode ser movimentada por meio eletrônico (terminais de autoatendimento, internet, atendimento telefônico automatizado, etc)."
1156,"Em determinada Operação Financeira de Empréstimo Direto, houve alteração do credor, de não residente para residente. Como o declarante deve proceder?",Registro Declaratório Eletrônico - Registro de Operações Financeiras (RDE-ROF) Outras dúvidas,"Nesse caso, o declarante, na aba Declaração de movimentações, deve cadastrar uma movimentação do tipo Principal – Cancelamento, com o valor correspondente ao saldo restante. Ou seja, ao final desse procedimento, o RDE-ROF não deverá mais possuir saldo disponível (veja mais na seção Conceitos Básicos)."
1157,O que é redesconto?,Política Monetária,"Tradicionalmente, o termo redesconto se refere a um tipo de operação que ocorria em dois momentos distintos. No primeiro momento, uma empresa tomava títulos que representavam promessas de pagamento em seu favor por parte de clientes e as descontava num banco comercial. Ou seja, ela os entregava como garantia, antecipando, assim, o recebimento do seu valor original, descontado pelo banco a uma dada taxa de juros. No momento seguinte, caso precisasse de recursos, o banco apresentava ao Banco Central um novo título que representava o valor antecipado à empresa com base nos títulos, que já haviam sido descontados. Então o Banco Central emprestava ao banco os recursos financeiros correspondentes ao valor do novo título, descontado a uma taxa de juros. Assim, considerando que o lastro original deste último empréstimo eram os títulos apresentados pela empresa ao banco comercial, entendeu-se que tais, de fato, haviam sofrido duas operações de desconto ou, por assim dizer, sido ""redescontados"". Atualmente, com a evolução do processo de assistência financeira de liquidez por parte do Banco Central, o termo redesconto, previsto no arcabouço legal e infralegal que regulam esse tipo de operação, foi mantido, apesar de traduzir um conjunto mais diversificado de procedimentos pelos quais o Banco Central fornece recursos de última instância às instituições financeiras. Um desses procedimentos é o Redesconto do Banco Central, operação por meio da qual o BCB compra ativos da instituição financeira com compromisso de revende-los à mesma instituição em data futura. Por seu turno a instituição financeira vende seus ativos ao Banco Central com compromisso de recomprá-los em data futura. É a popularmente conhecida, operação compromissada. Outra forma de o Banco Central atuar em sua função típica de banco dos bancos ou emprestador de última instância é o empréstimo contra cesta de garantias. Nesta operação a instituição transfere previamente ativos ao Banco central que, a partir desta cesta de ativos, vai atribuir um limite de crédito à instituição financeira para que possa contratar empréstimos."
1158,O que é mercado de câmbio?,Política Cambial,"O mercado de câmbio é o ambiente onde se realizam as operações de câmbio entre os agentes autorizados pelo Banco Central e entre estes e seus clientes, diretamente ou por meio de seus correspondentes.Saiba mais. Quando um brasileiro vai viajar ao exterior e compra moeda para usar noutro país, por exemplo, o dólar, no caso dos Estados Unidos, ou o euro, no caso da França, essa compra é uma operação de câmbio. Da mesma forma,importadores brasileiros fazem operações de câmbio para trocar reais pela moeda do seu parceiro comercial. Essas trocas de moedas acontecem nomercado de câmbio. Nele,turistas, comerciantes, empresas e instituições financeirascompram e vendem moeda estrangeira (divisas)."
1159,A cédula de 200 reais fará aumentar as falsificações de dinheiro?,"Cédula de R$200,00 Itens de segurança e falsificações","Não. A nova cédula é segura e contém elementos de segurança capazes de protegê-la das tentativas de falsificação. No entanto, para se proteger do recebimento de notas falsas, todo cidadão deve conferir os itens de segurança sempre que receber uma cédula. Assim como o cidadão confere o valor ao receber uma nota, ele deve conferir os itens de segurança.  Mais informações sobre os itens de segurança da Segunda Família do Real podem ser acessados emCédulas e Moedas."
1160,Não consigo recuperar minha senha para o e-mail,Censo Anual de Capitais Estrangeiros no País,"O erro exibido no processo de recuperação de senha pode ocorrer devido aos seguintes     problemas:    O e-mail informado não é igual ao cadastrado no sistema. Nesse caso, o declarante deve conferir se o e-mail informado está correto, o que pode ser verificado     na declaração previamente entregue. Caso não se lembre dos e-mails cadastrados (do responsável e do substituto), siga as instruções e as opções que serão fornecidas pelo sistema;O CNPJ informado está incorreto;O declarante não está cadastrado no sistema. Nesse caso deve ser feito um novo cadastro clicando na opção ""Cadastrar declarante""."
